VBELN,POSNR,MATNR,KWMENG,NETPR,NETWR
7436,10,PRTR1000,15,1689.49,25342.35
7436,20,ORMN1000,25,4054.84,101371.09
7437,10,EPAD1000,20,829.38,16587.55
7437,20,PUMP1000,22,3501.37,77030.12
7437,30,BOTL1000,5,22196.91,110984.57
7438,10,DXTR1000,8,808.4,6467.23
7438,20,DXTR1000,13,572.86,7447.21
7438,30,PRTR1000,21,577.23,12121.81
7439,10,EPAD1000,15,256.57,3848.53
7439,20,ORMN1000,25,58.87,1471.65
7439,30,EPAD1000,24,228.08,5473.87
7439,40,DXTR1000,24,92.48,2219.62
7440,10,BOTL1000,14,3083.71,43171.92
7440,20,ORMN1000,12,375.8,4509.65
7441,10,BOTL1000,23,756.57,17401.11
7441,20,ORMN1000,25,83.11,2077.64
7442,10,EPAD1000,11,117.36,1290.98
7442,20,EPAD1000,13,1075.68,13983.79
7443,10,DXTR1000,3,3391.87,10175.6
7443,20,BOTL1000,5,2503.02,12515.09
7443,30,PUMP1000,5,699.92,3499.59
7444,10,PRTR1000,6,8566.56,51399.36
7445,10,PUMP1000,11,11821.64,130038.02
7445,20,ORMN1000,12,4383.77,52605.28
7445,30,DXTR1000,12,10721.47,128657.6
7446,10,BOTL1000,20,406.19,8123.88
7446,20,PUMP1000,21,647.43,13596.06
7446,30,EPAD1000,2,11134.12,22268.24
7447,10,BOTL1000,19,3486.23,66238.38
7448,10,PUMP1000,20,197.56,3951.14
7448,20,ORMN1000,18,230.09,4141.68
7448,30,ORMN1000,25,185.98,4649.43
7448,40,EPAD1000,1,4434.06,4434.06
7449,10,BOTL1000,13,1564.42,20337.49
7450,10,BOTL1000,12,2541.78,30501.42
7451,10,BOTL1000,19,102.66,1950.46
7451,20,BOTL1000,19,1439.27,27346.07
7451,30,PRTR1000,1,5341.94,5341.94
7452,10,EPAD1000,16,9420.85,150733.66
7453,10,PRTR1000,11,1457.03,16027.3
7453,20,PRTR1000,1,44046.82,44046.82
7453,30,PRTR1000,19,3895.56,74015.63
7453,40,PRTR1000,7,10373.8,72616.59
7454,10,BOTL1000,16,3541.39,56662.19
7454,20,ORMN1000,5,6606.49,33032.44
7454,30,BOTL1000,8,538.27,4306.18
7454,40,DXTR1000,10,1002.41,10024.06
7455,10,PUMP1000,19,2300.68,43712.86
7455,20,PRTR1000,4,8122.64,32490.55
7456,10,PUMP1000,5,8806.01,44030.07
7456,20,BOTL1000,12,9043.68,108524.14
7457,10,DXTR1000,10,608.91,6089.13
7457,20,PRTR1000,14,440.53,6167.4
7457,30,ORMN1000,16,340.78,5452.45
7458,10,DXTR1000,4,14868.27,59473.08
7458,20,ORMN1000,24,2325.46,55810.97
7459,10,ORMN1000,25,210.56,5264.04
7459,20,PRTR1000,1,2505.56,2505.56
7459,30,ORMN1000,22,338.14,7439.19
7460,10,DXTR1000,18,3709.56,66772.0
7460,20,EPAD1000,1,1749.95,1749.95
7460,30,PRTR1000,4,16528.87,66115.47
7460,40,EPAD1000,16,2324.56,37193.02
7461,10,PUMP1000,4,1059.15,4236.6
7461,20,PUMP1000,10,1721.16,17211.59
7461,30,DXTR1000,13,892.84,11606.86
7461,40,PRTR1000,15,408.58,6128.75
7462,10,ORMN1000,22,469.38,10326.4
7462,20,ORMN1000,1,18477.53,18477.53
7462,30,DXTR1000,10,1461.43,14614.26
7462,40,PRTR1000,4,2672.93,10691.72
7463,10,EPAD1000,11,5366.37,59030.1
7464,10,EPAD1000,7,3944.85,27613.95
7464,20,ORMN1000,3,7736.18,23208.54
7465,10,ORMN1000,1,24407.27,24407.27
7465,20,DXTR1000,8,273.07,2184.58
7465,30,BOTL1000,6,1744.42,10466.54
7466,10,EPAD1000,10,1163.66,11636.55
7466,20,BOTL1000,20,461.04,9220.89
7466,30,PUMP1000,25,396.95,9923.63
7466,40,EPAD1000,7,1070.44,7493.05
7467,10,BOTL1000,2,1052.52,2105.04
7467,20,BOTL1000,10,1019.01,10190.07
7468,10,PRTR1000,12,7544.45,90533.36
7469,10,PUMP1000,19,4091.68,77741.87
7470,10,DXTR1000,16,1107.79,17724.65
7471,10,DXTR1000,13,4544.6,59079.86
7472,10,PRTR1000,23,848.33,19511.55
7472,20,PRTR1000,20,62.82,1256.42
7472,30,EPAD1000,9,1542.98,13886.81
7472,40,BOTL1000,15,241.07,3615.99
7473,10,ORMN1000,13,64.29,835.75
7473,20,ORMN1000,6,1513.98,9083.85
7474,10,PUMP1000,17,4536.39,77118.57
7475,10,PRTR1000,21,371.06,7792.19
7475,20,EPAD1000,20,1268.09,25361.75
7476,10,EPAD1000,22,688.16,15139.59
7476,20,PRTR1000,7,1834.96,12844.75
7476,30,EPAD1000,8,2165.54,17324.34
7476,40,ORMN1000,6,1989.4,11936.38
7477,10,PRTR1000,8,6365.03,50920.28
7477,20,ORMN1000,5,10938.97,54694.87
7478,10,BOTL1000,3,37695.06,113085.17
7479,10,PRTR1000,19,954.06,18127.22
7479,20,ORMN1000,15,1138.81,17082.12
7479,30,DXTR1000,12,891.12,10693.42
7479,40,PUMP1000,12,788.34,9460.05
7480,10,PUMP1000,14,1292.35,18092.9
7480,20,DXTR1000,19,1027.25,19517.77
7480,30,ORMN1000,7,702.69,4918.86
7480,40,PUMP1000,8,305.63,2445.04
7481,10,BOTL1000,11,1900.15,20901.69
7482,10,PRTR1000,13,1837.06,23881.8
7483,10,EPAD1000,9,19279.18,173512.58
7484,10,ORMN1000,4,104.39,417.57
7484,20,PUMP1000,5,1287.41,6437.04
7484,30,EPAD1000,22,23.28,512.18
7484,40,EPAD1000,11,117.52,1292.76
7485,10,ORMN1000,2,5479.16,10958.32
7485,20,ORMN1000,13,1737.89,22592.61
7486,10,PRTR1000,15,74.97,1124.58
7486,20,EPAD1000,10,3036.01,30360.12
7487,10,PUMP1000,25,96.68,2416.97
7487,20,DXTR1000,7,375.68,2629.76
7487,30,BOTL1000,7,3.95,27.66
7487,40,EPAD1000,23,107.92,2482.22
7488,10,PUMP1000,13,569.51,7403.62
7488,20,PRTR1000,20,382.62,7652.46
7489,10,PRTR1000,24,212.28,5094.73
7489,20,PRTR1000,9,576.99,5192.95
7489,30,BOTL1000,16,531.23,8499.62
7489,40,PUMP1000,10,329.07,3290.71
7490,10,PUMP1000,18,1697.86,30561.49
7491,10,PUMP1000,25,4041.55,101038.69
7491,20,PRTR1000,17,7149.44,121540.42
7491,30,DXTR1000,14,10909.15,152728.07
7491,40,ORMN1000,6,2786.69,16720.17
7492,10,DXTR1000,17,598.34,10171.7
7492,20,ORMN1000,19,677.4,12870.56
7492,30,DXTR1000,23,832.47,19146.87
7492,40,PUMP1000,14,1067.59,14946.25
7493,10,ORMN1000,15,3260.06,48900.87
7494,10,EPAD1000,14,578.78,8102.9
7494,20,PRTR1000,7,868.82,6081.77
7494,30,BOTL1000,11,224.94,2474.37
7494,40,BOTL1000,13,23.81,309.55
7495,10,EPAD1000,9,4449.5,40045.52
7495,20,EPAD1000,3,774.29,2322.88
7495,30,EPAD1000,12,5453.38,65440.58
7496,10,PUMP1000,18,1678.04,30204.8
7496,20,ORMN1000,14,2595.54,36337.54
7497,10,ORMN1000,1,105852.94,105852.94
7498,10,EPAD1000,24,157.75,3785.96
7498,20,EPAD1000,17,1590.28,27034.72
7498,30,ORMN1000,25,686.28,17156.88
7499,10,DXTR1000,5,9689.68,48448.42
7499,20,PRTR1000,24,20.43,490.25
7499,30,PRTR1000,22,1208.02,26576.39
7499,40,EPAD1000,7,5250.24,36751.65
7500,10,PRTR1000,12,4151.21,49814.56
7500,20,BOTL1000,22,139.61,3071.49
7501,10,BOTL1000,16,1611.06,25776.97
7502,10,ORMN1000,11,1880.38,20684.14
7502,20,ORMN1000,8,1886.13,15089.02
7502,30,DXTR1000,21,976.61,20508.78
7503,10,BOTL1000,12,24900.99,298811.86
7503,20,EPAD1000,19,511.48,9718.04
7504,10,ORMN1000,20,3215.52,64310.37
7504,20,ORMN1000,5,6432.31,32161.53
7505,10,DXTR1000,2,14480.63,28961.26
7506,10,PUMP1000,1,3417.21,3417.21
7506,20,PUMP1000,13,250.56,3257.32
7506,30,EPAD1000,13,237.13,3082.64
7507,10,DXTR1000,17,16170.36,274896.04
7508,10,PUMP1000,21,1651.1,34673.12
7508,20,DXTR1000,17,2299.77,39096.07
7508,30,BOTL1000,11,1170.15,12871.63
7509,10,DXTR1000,16,338.07,5409.12
7509,20,DXTR1000,6,5234.7,31408.18
7510,10,EPAD1000,24,1512.81,36307.56
7511,10,PUMP1000,22,2641.25,58107.47
7511,20,BOTL1000,6,8161.23,48967.35
7511,30,ORMN1000,3,3206.12,9618.36
7511,40,BOTL1000,20,1612.85,32256.92
7512,10,PUMP1000,4,2521.46,10085.83
7512,20,BOTL1000,16,614.21,9827.29
7512,30,ORMN1000,4,2378.53,9514.11
7512,40,PUMP1000,9,724.36,6519.27
7513,10,DXTR1000,24,393.7,9448.69
7513,20,PRTR1000,11,714.01,7854.09
7514,10,PUMP1000,25,1166.26,29156.45
7514,20,ORMN1000,25,1980.03,49500.7
7515,10,DXTR1000,8,1423.35,11386.8
7515,20,ORMN1000,8,681.74,5453.95
7515,30,PRTR1000,21,643.84,13520.6
7516,10,EPAD1000,11,518.3,5701.25
7516,20,PUMP1000,14,201.18,2816.52
7516,30,DXTR1000,3,1506.37,4519.11
7516,40,ORMN1000,25,64.9,1622.41
7517,10,BOTL1000,1,5821.81,5821.81
7517,20,ORMN1000,13,724.21,9414.71
7517,30,DXTR1000,22,593.0,13045.91
7518,10,PUMP1000,1,4206.99,4206.99
7518,20,EPAD1000,3,1577.03,4731.08
7518,30,PRTR1000,18,227.9,4102.21
7519,10,DXTR1000,8,3332.19,26657.54
7519,20,ORMN1000,15,1803.57,27053.49
7519,30,PUMP1000,18,493.41,8881.34
7519,40,PRTR1000,1,19631.64,19631.64
7520,10,PRTR1000,16,578.85,9261.59
7520,20,DXTR1000,1,11306.18,11306.18
7520,30,BOTL1000,19,569.95,10829.05
7520,40,BOTL1000,14,1044.25,14619.44
7521,10,DXTR1000,5,2629.01,13145.07
7521,20,ORMN1000,16,775.19,12403.08
7521,30,PUMP1000,12,2167.97,26015.65
7522,10,BOTL1000,7,340.64,2384.51
7522,20,BOTL1000,14,315.4,4415.56
7522,30,ORMN1000,10,525.53,5255.26
7522,40,PUMP1000,8,507.92,4063.33
7523,10,ORMN1000,17,1029.4,17499.85
7524,10,EPAD1000,12,1884.48,22613.76
7525,10,EPAD1000,24,950.08,22801.97
7525,20,BOTL1000,7,3090.3,21632.12
7525,30,ORMN1000,3,6182.04,18546.11
7526,10,BOTL1000,5,4053.79,20268.95
7526,20,ORMN1000,3,5446.98,16340.93
7526,30,DXTR1000,14,1202.56,16835.81
7526,40,PUMP1000,7,1893.09,13251.63
7527,10,PRTR1000,21,2509.69,52703.51
7528,10,PRTR1000,13,2122.77,27595.96
7528,20,DXTR1000,20,1537.45,30748.94
7529,10,BOTL1000,7,3665.96,25661.75
7529,20,EPAD1000,15,1868.5,28027.45
7529,30,EPAD1000,17,602.91,10249.41
7529,40,PUMP1000,22,987.61,21727.47
7530,10,BOTL1000,4,3580.02,14320.1
7530,20,PUMP1000,3,11819.64,35458.93
7530,30,ORMN1000,16,721.64,11546.26
7530,40,ORMN1000,8,4194.95,33559.58
7531,10,PUMP1000,4,4441.28,17765.14
7532,10,EPAD1000,11,2497.8,27475.8
7532,20,ORMN1000,7,4260.34,29822.39
7532,30,DXTR1000,9,448.58,4037.24
7532,40,DXTR1000,14,2041.79,28585.1
7533,10,PRTR1000,13,456.2,5930.57
7533,20,BOTL1000,14,2113.77,29592.79
7534,10,BOTL1000,15,960.22,14403.36
7534,20,PRTR1000,23,423.47,9739.87
7534,30,PRTR1000,7,1592.71,11148.96
7534,40,EPAD1000,6,2985.41,17912.47
7535,10,EPAD1000,19,646.87,12290.49
7535,20,PRTR1000,17,147.88,2513.88
7536,10,PRTR1000,25,617.03,15425.7
7536,20,DXTR1000,2,23186.39,46372.79
7536,30,EPAD1000,14,5386.21,75406.99
7537,10,DXTR1000,19,40.11,762.08
7537,20,ORMN1000,21,105.38,2212.96
7537,30,PUMP1000,24,199.26,4782.25
7537,40,DXTR1000,15,310.42,4656.29
7538,10,PRTR1000,18,377.53,6795.57
7539,10,ORMN1000,13,2346.92,30509.97
7539,20,DXTR1000,13,1001.65,13021.41
7539,30,PUMP1000,16,2442.74,39083.85
7540,10,EPAD1000,1,55849.79,55849.79
7541,10,ORMN1000,2,19002.82,38005.63
7541,20,ORMN1000,11,1650.2,18152.15
7541,30,PUMP1000,16,2268.46,36295.32
7541,40,BOTL1000,21,1043.43,21912.01
7542,10,PUMP1000,5,2964.28,14821.42
7542,20,DXTR1000,2,11108.78,22217.56
7542,30,EPAD1000,25,686.78,17169.46
7542,40,PUMP1000,12,347.05,4164.59
7543,10,DXTR1000,21,2724.36,57211.46
7543,20,BOTL1000,3,9017.33,27051.98
7543,30,DXTR1000,22,463.81,10203.74
7543,40,ORMN1000,7,3439.28,24074.93
7544,10,BOTL1000,24,1.16,27.88
7544,20,PRTR1000,15,551.7,8275.55
7545,10,ORMN1000,1,19744.48,19744.48
7546,10,PUMP1000,22,349.67,7692.77
7546,20,BOTL1000,22,832.27,18309.92
7546,30,EPAD1000,4,2955.57,11822.27
7546,40,EPAD1000,20,25.34,506.85
7547,10,DXTR1000,16,158.49,2535.82
7547,20,PRTR1000,5,3896.72,19483.58
7548,10,ORMN1000,23,5034.93,115803.3
7549,10,BOTL1000,12,3057.46,36689.53
7549,20,BOTL1000,20,743.74,14874.86
7550,10,PUMP1000,22,2910.27,64025.99
7551,10,ORMN1000,14,876.43,12270.05
7552,10,EPAD1000,14,591.88,8286.38
7553,10,BOTL1000,2,4743.89,9487.77
7553,20,DXTR1000,13,4192.36,54500.62
7554,10,DXTR1000,8,7523.48,60187.83
7555,10,BOTL1000,8,158.34,1266.74
7555,20,ORMN1000,19,1553.86,29523.26
7555,30,BOTL1000,16,1231.35,19701.55
7556,10,PUMP1000,3,27458.14,82374.42
7556,20,EPAD1000,9,5429.09,48861.82
7557,10,BOTL1000,25,2185.27,54631.87
7558,10,PUMP1000,1,16177.15,16177.15
7558,20,BOTL1000,15,1840.89,27613.29
7559,10,PUMP1000,4,13954.76,55819.03
7559,20,ORMN1000,15,1249.51,18742.71
7559,30,EPAD1000,13,1322.83,17196.75
7560,10,PRTR1000,6,116.29,697.75
7560,20,PRTR1000,19,395.43,7513.24
7560,30,ORMN1000,20,155.59,3111.8
7560,40,DXTR1000,1,683.83,683.83
7561,10,EPAD1000,4,2601.09,10404.35
7561,20,BOTL1000,11,95.88,1054.72
7561,30,DXTR1000,23,426.71,9814.36
7561,40,EPAD1000,18,96.07,1729.19
7562,10,PUMP1000,2,2221.86,4443.72
7562,20,PUMP1000,11,508.04,5588.39
7563,10,PRTR1000,20,2045.22,40904.4
7564,10,ORMN1000,1,20968.24,20968.24
7564,20,PUMP1000,11,126.71,1393.8
7565,10,PRTR1000,16,502.78,8044.44
7566,10,DXTR1000,8,5437.12,43496.95
7567,10,ORMN1000,18,90.79,1634.23
7567,20,DXTR1000,19,656.38,12471.27
7567,30,ORMN1000,25,44.32,1108.09
7568,10,BOTL1000,25,448.6,11214.95
7568,20,EPAD1000,15,173.66,2604.93
7569,10,DXTR1000,9,987.39,8886.49
7569,20,BOTL1000,6,837.32,5023.95
7569,30,ORMN1000,13,146.07,1898.85
7570,10,ORMN1000,17,3236.37,55018.28
7571,10,BOTL1000,22,1311.76,28858.64
7572,10,PRTR1000,23,1032.45,23746.25
7572,20,PRTR1000,6,2856.07,17136.41
7572,30,BOTL1000,9,1980.94,17828.44
7573,10,DXTR1000,9,25524.37,229719.35
7573,20,PUMP1000,23,3924.49,90263.22
7574,10,PRTR1000,21,1228.34,25795.16
7574,20,PRTR1000,23,2347.29,53987.59
7574,30,DXTR1000,5,1023.49,5117.47
7574,40,EPAD1000,19,1085.8,20630.17
7575,10,PUMP1000,7,11165.43,78158.04
7575,20,PRTR1000,18,1718.61,30935.05
7575,30,ORMN1000,12,5021.04,60252.5
7575,40,BOTL1000,23,319.3,7343.93
7576,10,DXTR1000,6,4188.85,25133.11
7577,10,ORMN1000,6,6148.32,36889.93
7578,10,PRTR1000,17,957.67,16280.32
7578,20,BOTL1000,2,1307.27,2614.55
7578,30,DXTR1000,21,706.71,14840.89
7579,10,DXTR1000,16,40.72,651.55
7579,20,ORMN1000,7,780.94,5466.58
7579,30,BOTL1000,8,672.18,5377.4
7579,40,ORMN1000,23,0.52,12.03
7580,10,ORMN1000,23,1418.57,32627.15
7580,20,DXTR1000,15,377.34,5660.16
7580,30,PRTR1000,24,418.11,10034.55
7580,40,ORMN1000,14,2449.78,34296.97
7581,10,PRTR1000,24,1696.0,40704.04
7581,20,PUMP1000,16,1384.67,22154.71
7581,30,BOTL1000,24,75.2,1804.73
7582,10,EPAD1000,23,1350.99,31072.87
7582,20,BOTL1000,24,1506.48,36155.57
7583,10,PUMP1000,3,11930.52,35791.56
7584,10,PUMP1000,6,374.86,2249.17
7584,20,PUMP1000,14,96.26,1347.67
7584,30,EPAD1000,3,5168.64,15505.92
7584,40,DXTR1000,16,470.67,7530.77
7585,10,PUMP1000,5,6612.98,33064.89
7585,20,DXTR1000,10,1723.72,17237.17
7585,30,PRTR1000,2,14828.41,29656.83
7585,40,PRTR1000,14,138.62,1940.68
7586,10,DXTR1000,7,7817.99,54725.93
7587,10,DXTR1000,19,1025.73,19488.93
7587,20,PUMP1000,10,43.66,436.61
7588,10,BOTL1000,8,1125.07,9000.54
7588,20,DXTR1000,9,1313.75,11823.71
7589,10,PUMP1000,3,3496.43,10489.28
7589,20,BOTL1000,17,190.93,3245.78
7589,30,PRTR1000,6,197.24,1183.42
7590,10,DXTR1000,8,1020.0,8160.01
7591,10,BOTL1000,18,1875.34,33756.11
7591,20,PRTR1000,16,511.79,8188.71
7592,10,ORMN1000,2,3734.71,7469.42
7592,20,PRTR1000,5,117.04,585.2
7592,30,EPAD1000,17,432.15,7346.47
7592,40,EPAD1000,22,355.34,7817.55
7593,10,DXTR1000,1,9821.0,9821.0
7594,10,EPAD1000,23,1422.54,32718.49
7594,20,PUMP1000,15,1979.97,29699.54
7594,30,BOTL1000,2,12401.71,24803.42
7594,40,BOTL1000,15,755.48,11332.14
7595,10,BOTL1000,19,969.76,18425.43
7595,20,PRTR1000,3,10122.16,30366.49
7595,30,ORMN1000,17,7030.62,119520.57
7596,10,PUMP1000,15,847.15,12707.26
7596,20,ORMN1000,21,144.04,3024.79
7596,30,BOTL1000,9,1282.56,11543.0
7597,10,ORMN1000,9,10316.69,92850.22
7597,20,PUMP1000,6,2324.11,13944.69
7597,30,PRTR1000,8,8359.26,66874.11
7598,10,BOTL1000,21,299.33,6285.88
7598,20,ORMN1000,12,359.19,4310.3
7598,30,DXTR1000,3,5885.27,17655.81
7599,10,DXTR1000,4,29221.43,116885.72
7599,20,PUMP1000,17,1122.72,19086.26
7600,10,PUMP1000,21,4687.54,98438.36
7600,20,EPAD1000,20,5851.76,117035.24
7600,30,PUMP1000,10,2886.92,28869.2
7600,40,PUMP1000,13,16665.47,216651.15
7601,10,PUMP1000,15,2026.99,30404.8
7602,10,EPAD1000,16,833.81,13341.0
7602,20,ORMN1000,16,342.58,5481.28
7603,10,DXTR1000,18,4425.94,79667.0
7603,20,EPAD1000,24,2661.82,63883.58
7604,10,PUMP1000,3,2840.87,8522.61
7604,20,DXTR1000,4,1462.65,5850.59
7604,30,DXTR1000,22,93.35,2053.71
7604,40,PRTR1000,14,534.68,7485.52
7605,10,BOTL1000,17,4562.15,77556.5
7606,10,DXTR1000,7,128.24,897.68
7606,20,BOTL1000,14,250.57,3507.99
7606,30,DXTR1000,23,64.39,1480.87
7606,40,ORMN1000,23,117.38,2699.71
7607,10,DXTR1000,20,440.81,8816.1
7608,10,ORMN1000,21,7224.99,151724.75
7609,10,PRTR1000,19,986.64,18746.08
7609,20,PUMP1000,8,4115.79,32926.36
7609,30,EPAD1000,1,20698.55,20698.55
7610,10,ORMN1000,21,18.91,397.12
7610,20,ORMN1000,17,287.62,4889.54
7610,30,ORMN1000,6,626.11,3756.67
7610,40,ORMN1000,6,116.33,697.99
7611,10,PUMP1000,13,4455.65,57923.4
7611,20,ORMN1000,21,3016.86,63354.0
7611,30,PRTR1000,16,512.34,8197.43
7611,40,BOTL1000,23,651.06,14974.33
7612,10,ORMN1000,16,34681.32,554901.11
7613,10,PRTR1000,18,937.39,16873.01
7613,20,PUMP1000,6,5405.81,32434.84
7614,10,ORMN1000,24,551.01,13224.35
7614,20,PRTR1000,4,1130.13,4520.52
7614,30,PRTR1000,7,1181.06,8267.43
7615,10,PUMP1000,14,14448.82,202283.5
7616,10,EPAD1000,9,9232.82,83095.42
7616,20,PRTR1000,19,946.57,17984.74
7616,30,ORMN1000,12,1867.55,22410.55
7617,10,BOTL1000,16,4612.75,73804.07
7618,10,EPAD1000,16,1044.06,16704.91
7618,20,DXTR1000,6,2105.39,12632.36
7619,10,BOTL1000,4,733.64,2934.55
7619,20,BOTL1000,17,422.31,7179.19
7619,30,ORMN1000,22,288.66,6350.58
7620,10,PUMP1000,13,2408.62,31312.01
7620,20,EPAD1000,20,373.9,7478.04
7621,10,BOTL1000,7,3147.35,22031.48
7621,20,BOTL1000,6,8196.66,49179.93
7621,30,DXTR1000,9,2113.44,19020.94
7622,10,EPAD1000,20,1113.64,22272.77
7622,20,PUMP1000,10,1148.45,11484.51
7623,10,EPAD1000,14,310.12,4341.62
7623,20,BOTL1000,17,342.45,5821.72
7623,30,PUMP1000,19,100.86,1916.42
7624,10,BOTL1000,13,261.36,3397.69
7624,20,DXTR1000,8,615.85,4926.8
7624,30,BOTL1000,21,557.6,11709.52
7625,10,PUMP1000,21,1549.12,32531.46
7626,10,DXTR1000,24,201.03,4824.79
7626,20,DXTR1000,6,2992.92,17957.52
7626,30,DXTR1000,23,681.09,15665.0
7626,40,EPAD1000,12,1671.5,20057.98
7627,10,EPAD1000,18,1448.02,26064.35
7627,20,DXTR1000,22,2187.45,48123.87
7627,30,PUMP1000,14,2769.53,38773.48
7628,10,DXTR1000,14,1396.59,19552.29
7629,10,PUMP1000,8,4436.19,35489.56
7630,10,DXTR1000,18,299.95,5399.08
7630,20,PUMP1000,12,648.46,7781.58
7630,30,BOTL1000,3,1834.35,5503.05
7630,40,DXTR1000,10,472.47,4724.73
7631,10,PRTR1000,2,8988.95,17977.91
7631,20,BOTL1000,4,6338.49,25353.95
7631,30,ORMN1000,17,396.22,6735.72
7632,10,ORMN1000,17,422.75,7186.8
7632,20,EPAD1000,12,46.07,552.78
7632,30,PRTR1000,8,241.71,1933.69
7632,40,EPAD1000,14,101.88,1426.31
7633,10,PRTR1000,6,14553.01,87318.04
7634,10,PUMP1000,16,265.69,4251.05
7634,20,PUMP1000,19,1370.88,26046.76
7634,30,DXTR1000,5,4561.26,22806.31
7635,10,BOTL1000,6,4192.68,25156.06
7636,10,ORMN1000,23,886.88,20398.28
7637,10,DXTR1000,15,6778.47,101677.0
7638,10,BOTL1000,21,2990.08,62791.73
7639,10,BOTL1000,21,4394.29,92280.05
7640,10,DXTR1000,7,530.98,3716.85
7640,20,ORMN1000,19,207.47,3941.88
7640,30,BOTL1000,15,139.9,2098.43
7640,40,PUMP1000,24,56.41,1353.77
7641,10,PUMP1000,9,277.88,2500.93
7641,20,ORMN1000,13,245.37,3189.8
7641,30,BOTL1000,11,189.52,2084.75
7641,40,BOTL1000,5,329.25,1646.24
7642,10,PRTR1000,16,548.49,8775.82
7642,20,PRTR1000,8,3559.9,28479.19
7642,30,DXTR1000,1,32774.02,32774.02
7643,10,EPAD1000,4,6517.74,26070.94
7643,20,EPAD1000,22,443.12,9748.69
7644,10,ORMN1000,6,890.79,5344.74
7644,20,PUMP1000,8,2829.1,22632.81
7645,10,PUMP1000,5,7166.76,35833.8
7646,10,DXTR1000,1,21200.41,21200.41
7647,10,ORMN1000,19,436.47,8292.93
7648,10,DXTR1000,17,232.22,3947.76
7648,20,EPAD1000,18,2823.45,50822.17
7649,10,PUMP1000,14,68.47,958.63
7649,20,EPAD1000,8,473.84,3790.74
7649,30,EPAD1000,2,2040.97,4081.94
7650,10,PUMP1000,25,4478.01,111950.23
7651,10,EPAD1000,25,1085.99,27149.71
7651,20,ORMN1000,23,875.46,20135.47
7652,10,PRTR1000,12,2448.14,29377.72
7653,10,PRTR1000,5,807.34,4036.7
7653,20,BOTL1000,22,137.14,3017.17
7653,30,ORMN1000,23,369.71,8503.23
7654,10,BOTL1000,10,2460.82,24608.23
7654,20,BOTL1000,1,13048.04,13048.04
7654,30,PUMP1000,3,382.51,1147.54
7654,40,EPAD1000,5,3943.47,19717.37
7655,10,BOTL1000,12,1849.81,22197.72
7656,10,DXTR1000,10,1008.97,10089.66
7657,10,BOTL1000,10,1479.47,14794.68
7657,20,EPAD1000,20,1092.11,21842.12
7657,30,EPAD1000,11,122.61,1348.69
7658,10,BOTL1000,13,888.14,11545.77
7659,10,PUMP1000,13,410.97,5342.62
7659,20,BOTL1000,23,233.4,5368.16
7659,30,EPAD1000,15,1129.17,16937.53
7660,10,PRTR1000,6,1355.72,8134.33
7660,20,DXTR1000,10,2017.32,20173.16
7660,30,DXTR1000,2,8420.34,16840.67
7661,10,PUMP1000,1,8577.64,8577.64
7661,20,ORMN1000,3,13114.97,39344.92
7661,30,EPAD1000,1,56689.12,56689.12
7662,10,PUMP1000,5,1340.26,6701.3
7662,20,EPAD1000,4,7292.64,29170.56
7662,30,PRTR1000,5,2195.76,10978.82
7662,40,BOTL1000,2,472.05,944.1
7663,10,ORMN1000,5,13848.79,69243.96
7663,20,PUMP1000,3,18058.32,54174.97
7663,30,BOTL1000,20,380.42,7608.48
7664,10,DXTR1000,10,963.48,9634.76
7664,20,PUMP1000,22,687.76,15130.71
7664,30,EPAD1000,8,1234.01,9872.1
7665,10,PRTR1000,15,6086.41,91296.1
7665,20,EPAD1000,11,28640.64,315047.06
7666,10,PUMP1000,13,1330.03,17290.33
7667,10,ORMN1000,15,1148.16,17222.47
7668,10,ORMN1000,22,876.97,19293.32
7668,20,ORMN1000,6,5294.53,31767.18
7668,30,ORMN1000,18,750.34,13506.12
7668,40,ORMN1000,8,3491.13,27929.03
7669,10,ORMN1000,11,445.48,4900.28
7669,20,ORMN1000,4,1192.23,4768.93
7669,30,EPAD1000,8,328.31,2626.5
7670,10,EPAD1000,18,1514.78,27266.01
7671,10,BOTL1000,18,546.13,9830.34
7671,20,BOTL1000,10,259.91,2599.08
7672,10,ORMN1000,10,2399.93,23999.27
7672,20,PRTR1000,24,583.31,13999.39
7672,30,PUMP1000,12,720.31,8643.75
7672,40,DXTR1000,23,169.72,3903.53
7673,10,PUMP1000,19,116.0,2204.02
7673,20,DXTR1000,2,472.45,944.9
7673,30,ORMN1000,11,171.95,1891.47
7673,40,BOTL1000,1,2662.88,2662.88
7674,10,BOTL1000,7,9767.41,68371.89
7675,10,ORMN1000,21,355.87,7473.21
7675,20,PUMP1000,23,207.42,4770.61
7675,30,PRTR1000,21,237.35,4984.35
7676,10,EPAD1000,16,296.79,4748.56
7676,20,BOTL1000,24,277.61,6662.73
7676,30,BOTL1000,2,5841.61,11683.21
7676,40,ORMN1000,18,705.93,12706.75
7677,10,PRTR1000,17,1768.9,30071.37
7677,20,ORMN1000,9,5543.65,49892.82
7677,30,PRTR1000,1,2972.41,2972.41
7677,40,ORMN1000,15,357.43,5361.42
7678,10,PRTR1000,9,7853.08,70677.73
7678,20,ORMN1000,19,6966.62,132365.83
7678,30,PRTR1000,1,14275.87,14275.87
7679,10,PRTR1000,18,885.66,15941.86
7679,20,DXTR1000,10,911.6,9116.02
