VBELN,KUNNR,ERDAT,NETWR,WAERS,AUART
5080,680,2022-02-16,148210.2,USD,OR
5081,2656,2022-02-16,46185.11,USD,OR
5082,695,2022-02-16,68161.22,USD,OR
5083,1475,2022-02-16,272383.34,USD,OR
5084,4668,2022-02-16,24361.12,USD,OR
5085,3568,2022-02-16,93915.2,USD,OR
5086,2053,2022-02-16,20799.65,USD,OR
5087,517,2022-02-16,39760.55,USD,OR
5088,3697,2022-02-16,19803.69,USD,OR
5089,2658,2022-02-16,19448.28,USD,OR
5090,3853,2022-02-16,94594.77,USD,OR
5091,2659,2022-02-16,6131.95,USD,OR
5092,1309,2022-02-16,43478.05,USD,OR
5093,3763,2022-02-16,78047.4,USD,OR
5094,4632,2022-02-16,6503.12,USD,OR
5095,1035,2022-02-16,273058.19,USD,OR
5096,3529,2022-02-16,41903.94,USD,OR
5097,3948,2022-02-16,35264.03,USD,OR
5098,964,2022-02-16,37776.86,USD,OR
5099,1088,2022-02-16,118787.33,USD,OR
5100,3751,2022-02-16,37010.63,USD,OR
5101,1436,2022-02-16,46599.81,USD,OR
5102,1804,2022-02-16,13290.01,USD,OR
5103,1680,2022-02-16,33047.69,USD,OR
5104,2216,2022-02-16,60012.3,USD,OR
5105,2128,2022-02-16,174047.32,USD,OR
5106,1022,2022-02-16,45719.82,USD,OR
5107,1405,2022-02-16,137052.27,USD,OR
5108,2348,2022-02-16,18868.95,USD,OR
5109,3246,2022-02-16,52731.61,USD,OR
5110,1857,2022-02-16,698677.12,USD,OR
5111,1429,2022-02-16,43389.69,USD,OR
5112,2983,2022-02-16,201463.71,USD,OR
5113,4823,2022-02-16,22734.93,USD,OR
5114,3389,2022-02-16,156414.97,USD,OR
5115,2349,2022-02-16,359767.52,USD,OR
5116,1707,2022-02-16,163363.52,USD,OR
5117,2221,2022-02-16,42310.48,USD,OR
5118,1285,2022-02-16,14914.78,USD,OR
5119,515,2022-02-16,168173.99,USD,OR
5120,749,2022-02-16,95636.66,USD,OR
5121,1916,2022-02-16,125610.11,USD,OR
5122,3965,2022-02-16,50424.29,USD,OR
5123,933,2022-02-16,142075.33,USD,OR
5124,4053,2022-02-16,37341.75,USD,OR
5125,2610,2022-02-16,13866.26,USD,OR
5126,3298,2022-02-16,13010.58,USD,OR
5127,2786,2022-02-16,145681.59,USD,OR
5128,1874,2022-02-16,25353.14,USD,OR
5129,1119,2022-02-16,58993.49,USD,OR
5130,3244,2022-02-16,26150.25,USD,OR
5131,4278,2022-02-16,691167.08,USD,OR
5132,1710,2022-02-16,25982.42,USD,OR
5133,4466,2022-02-16,54252.92,USD,OR
5134,2910,2022-02-16,17167.7,USD,OR
5135,3326,2022-02-16,63050.02,USD,OR
5136,1373,2022-02-16,42229.68,USD,OR
5137,4516,2022-02-16,71087.46,USD,OR
5138,2699,2022-02-16,31186.97,USD,OR
5139,3148,2022-02-16,72343.0,USD,OR
5140,4190,2022-02-16,25516.65,USD,OR
5141,3874,2022-02-16,8665.52,USD,OR
5142,1929,2022-02-16,89251.37,USD,OR
5143,2871,2022-02-16,16248.38,USD,OR
5144,181,2022-02-16,9552.61,USD,OR
5145,1703,2022-02-16,59172.7,USD,OR
5146,2310,2022-02-16,29348.28,USD,OR
5147,728,2022-02-16,17649.54,USD,OR
5148,1689,2022-02-17,38871.64,USD,OR
5149,2560,2022-02-17,35997.87,USD,OR
5150,1710,2022-02-17,23155.79,USD,OR
5151,657,2022-02-17,13001.68,USD,OR
5152,1263,2022-02-17,13843.18,USD,OR
5153,536,2022-02-17,10571.43,USD,OR
5154,2111,2022-02-17,90176.03,USD,OR
5155,2710,2022-02-17,91996.18,USD,OR
5156,2258,2022-02-17,54961.03,USD,OR
5157,4610,2022-02-17,39437.25,USD,OR
5158,4387,2022-02-17,25055.87,USD,OR
5159,2236,2022-02-17,93275.02,USD,OR
5160,3156,2022-02-17,96965.66,USD,OR
5161,494,2022-02-17,67034.42,USD,OR
5162,2560,2022-02-17,40225.32,USD,OR
5163,4454,2022-02-17,91791.59,USD,OR
5164,2854,2022-02-17,101822.1,USD,OR
5165,4328,2022-02-17,17078.17,USD,OR
5166,333,2022-02-17,56702.73,USD,OR
5167,442,2022-02-17,12811.73,USD,OR
5168,4048,2022-02-17,57411.49,USD,OR
5169,2433,2022-02-17,6976.43,USD,OR
5170,349,2022-02-17,94455.49,USD,OR
5171,4764,2022-02-17,76270.45,USD,OR
5172,1773,2022-02-17,32182.63,USD,OR
5173,2432,2022-02-17,469643.26,USD,OR
5174,2289,2022-02-17,12950.94,USD,OR
5175,2785,2022-02-17,160867.23,USD,OR
5176,1087,2022-02-17,18927.65,USD,OR
5177,3217,2022-02-17,142272.43,USD,OR
5178,2243,2022-02-17,14353.84,USD,OR
5179,2323,2022-02-17,28166.22,USD,OR
5180,2734,2022-02-17,23557.23,USD,OR
5181,2047,2022-02-17,41533.43,USD,OR
5182,3923,2022-02-17,46415.6,USD,OR
5183,3148,2022-02-17,49459.78,USD,OR
5184,2016,2022-02-17,29421.48,USD,OR
5185,1104,2022-02-17,26971.65,USD,OR
5186,3488,2022-02-17,123968.09,USD,OR
5187,1538,2022-02-17,21918.77,USD,OR
5188,1409,2022-02-17,21108.68,USD,OR
5189,1744,2022-02-17,57032.88,USD,OR
5190,2469,2022-02-17,28435.19,USD,OR
5191,3187,2022-02-17,35982.0,USD,OR
5192,1406,2022-02-17,79137.44,USD,OR
5193,1827,2022-02-17,22129.69,USD,OR
5194,2630,2022-02-17,55913.12,USD,OR
5195,1036,2022-02-17,11653.12,USD,OR
5196,3130,2022-02-17,128334.93,USD,OR
5197,2692,2022-02-17,31184.58,USD,OR
5198,4697,2022-02-17,29203.18,USD,OR
5199,317,2022-02-17,44037.32,USD,OR
5200,2846,2022-02-17,124834.81,USD,OR
5201,1275,2022-02-17,94805.23,USD,OR
5202,2950,2022-02-17,43346.13,USD,OR
5203,258,2022-02-17,122547.28,USD,OR
5204,2322,2022-02-17,9189.85,USD,OR
5205,3850,2022-02-17,64306.92,USD,OR
5206,1980,2022-02-17,57584.0,USD,OR
5207,1368,2022-02-17,16944.3,USD,OR
5208,4554,2022-02-17,50375.45,USD,OR
5209,883,2022-02-17,24762.46,USD,OR
5210,3990,2022-02-17,233293.64,USD,OR
5211,574,2022-02-17,48969.08,USD,OR
5212,4586,2022-02-17,44186.22,USD,OR
5213,4831,2022-02-17,15224.47,USD,OR
5214,4145,2022-02-17,30616.88,USD,OR
5215,844,2022-02-17,12171.87,USD,OR
5216,2124,2022-02-17,12829.35,USD,OR
5217,838,2022-02-17,82055.09,USD,OR
5218,3407,2022-02-17,42581.82,USD,OR
5219,411,2022-02-17,18704.84,USD,OR
5220,2084,2022-02-17,10909.48,USD,OR
5221,222,2022-02-17,27263.43,USD,OR
5222,3860,2022-02-17,26030.95,USD,OR
5223,3688,2022-02-17,32043.63,USD,OR
5224,2831,2022-02-17,40230.75,USD,OR
5225,227,2022-02-17,7165.54,USD,OR
5226,3699,2022-02-17,19812.76,USD,OR
5227,1787,2022-02-17,68917.37,USD,OR
5228,2336,2022-02-17,19652.61,USD,OR
5229,1839,2022-02-17,48235.46,USD,OR
5230,2290,2022-02-17,89679.19,USD,OR
5231,1077,2022-02-17,68562.17,USD,OR
5232,3173,2022-02-17,101515.89,USD,OR
5233,1359,2022-02-17,58556.02,USD,OR
5234,4026,2022-02-17,59357.11,USD,OR
5235,4291,2022-02-17,20980.79,USD,OR
5236,3295,2022-02-17,46969.55,USD,OR
5237,4279,2022-02-17,50479.55,USD,OR
5238,3163,2022-02-17,10305.67,USD,OR
5239,2716,2022-02-17,13414.13,USD,OR
5240,1339,2022-02-17,15370.49,USD,OR
5241,3540,2022-02-17,125268.98,USD,OR
5242,3101,2022-02-17,157381.27,USD,OR
5243,2020,2022-02-17,59057.19,USD,OR
5244,4815,2022-02-17,3303.48,USD,OR
5245,3484,2022-02-17,96230.0,USD,OR
5246,102,2022-02-17,109246.2,USD,OR
5247,4295,2022-02-17,80164.28,USD,OR
5248,3593,2022-02-17,73983.9,USD,OR
5249,4226,2022-02-17,20917.54,USD,OR
5250,1715,2022-02-17,67329.66,USD,OR
5251,4685,2022-02-17,349765.81,USD,OR
5252,3679,2022-02-17,52238.44,USD,OR
5253,3329,2022-02-17,62827.46,USD,OR
5254,659,2022-02-17,23622.0,USD,OR
5255,1160,2022-02-17,124778.06,USD,OR
5256,254,2022-02-17,21830.45,USD,OR
5257,4184,2022-02-17,18724.38,USD,OR
5258,275,2022-02-17,18633.32,USD,OR
5259,115,2022-02-17,34504.76,USD,OR
5260,1975,2022-02-17,44083.83,USD,OR
5261,2356,2022-02-17,12826.02,USD,OR
5262,1601,2022-02-17,50749.33,USD,OR
5263,193,2022-02-17,43367.8,USD,OR
5264,2521,2022-02-17,24429.09,USD,OR
5265,4957,2022-02-18,34573.57,USD,OR
5266,1912,2022-02-18,44517.82,USD,OR
5267,4938,2022-02-18,31843.1,USD,OR
5268,2117,2022-02-18,32469.76,USD,OR
5269,4519,2022-02-18,30327.2,USD,OR
5270,3844,2022-02-18,91293.0,USD,OR
5271,76,2022-02-18,60800.2,USD,OR
5272,3200,2022-02-18,44872.07,USD,OR
5273,2744,2022-02-18,92045.53,USD,OR
5274,3428,2022-02-18,41320.91,USD,OR
5275,2016,2022-02-18,21796.89,USD,OR
5276,2174,2022-02-18,23649.45,USD,OR
5277,3222,2022-02-18,48670.35,USD,OR
5278,2121,2022-02-18,121148.16,USD,OR
5279,2407,2022-02-18,87040.65,USD,OR
5280,592,2022-02-18,61666.42,USD,OR
5281,4709,2022-02-18,62700.94,USD,OR
5282,4327,2022-02-18,102158.63,USD,OR
5283,3828,2022-02-18,43217.35,USD,OR
5284,774,2022-02-18,17703.95,USD,OR
5285,3984,2022-02-18,9512.85,USD,OR
5286,3574,2022-02-18,107445.06,USD,OR
5287,4379,2022-02-18,34629.82,USD,OR
5288,1558,2022-02-18,35830.27,USD,OR
5289,4141,2022-02-18,194093.6,USD,OR
5290,1530,2022-02-18,16506.42,USD,OR
5291,551,2022-02-18,219642.62,USD,OR
5292,2595,2022-02-18,19352.37,USD,OR
5293,4816,2022-02-18,460770.02,USD,OR
5294,865,2022-02-18,9934.55,USD,OR
5295,1320,2022-02-18,134369.67,USD,OR
5296,529,2022-02-18,418582.99,USD,OR
5297,2997,2022-02-18,188748.18,USD,OR
5298,4245,2022-02-18,135037.25,USD,OR
5299,3937,2022-02-18,26893.56,USD,OR
5300,3936,2022-02-18,10662.55,USD,OR
5301,115,2022-02-18,32164.56,USD,OR
5302,2086,2022-02-18,78598.17,USD,OR
5303,1720,2022-02-18,64863.57,USD,OR
5304,4831,2022-02-18,12552.76,USD,OR
5305,1224,2022-02-18,69822.22,USD,OR
5306,120,2022-02-18,64238.21,USD,OR
5307,3528,2022-02-18,272938.11,USD,OR
5308,1073,2022-02-18,51304.89,USD,OR
5309,1662,2022-02-18,33673.12,USD,OR
5310,1952,2022-02-18,16105.27,USD,OR
5311,3367,2022-02-18,79795.85,USD,OR
5312,3172,2022-02-18,20791.8,USD,OR
5313,4168,2022-02-18,16209.7,USD,OR
5314,501,2022-02-18,12992.97,USD,OR
5315,3173,2022-02-18,206556.38,USD,OR
5316,2556,2022-02-18,35374.08,USD,OR
5317,2902,2022-02-18,82482.5,USD,OR
5318,3024,2022-02-18,12587.33,USD,OR
5319,1681,2022-02-18,35073.39,USD,OR
5320,1681,2022-02-18,43648.05,USD,OR
5321,3739,2022-02-18,14781.47,USD,OR
5322,357,2022-02-18,28939.11,USD,OR
5323,4678,2022-02-18,311150.29,USD,OR
5324,1858,2022-02-18,56654.45,USD,OR
5325,1960,2022-02-18,94749.64,USD,OR
5326,2223,2022-02-18,44546.73,USD,OR
5327,531,2022-02-18,55865.73,USD,OR
5328,2691,2022-02-18,221077.99,USD,OR
5329,3409,2022-02-18,11908.83,USD,OR
5330,957,2022-02-18,19651.6,USD,OR
5331,4628,2022-02-18,54542.25,USD,OR
5332,3355,2022-02-18,37357.69,USD,OR
5333,1792,2022-02-18,58318.46,USD,OR
5334,2218,2022-02-18,251145.44,USD,OR
5335,1031,2022-02-18,29072.0,USD,OR
5336,4262,2022-02-18,30055.88,USD,OR
5337,3356,2022-02-18,31080.84,USD,OR
5338,2779,2022-02-18,16275.47,USD,OR
5339,846,2022-02-18,75950.16,USD,OR
5340,3948,2022-02-18,39764.24,USD,OR
5341,1682,2022-02-18,58491.84,USD,OR
5342,203,2022-02-18,50001.81,USD,OR
5343,216,2022-02-18,265538.81,USD,OR
5344,2598,2022-02-18,29658.96,USD,OR
5345,3328,2022-02-18,14175.31,USD,OR
5346,3321,2022-02-18,39303.65,USD,OR
5347,4041,2022-02-18,20532.67,USD,OR
5348,327,2022-02-18,14835.24,USD,OR
5349,2055,2022-02-18,18729.59,USD,OR
5350,2378,2022-02-18,28749.84,USD,OR
5351,1096,2022-02-18,114078.25,USD,OR
5352,392,2022-02-18,27481.8,USD,OR
5353,1489,2022-02-18,29423.75,USD,OR
5354,1827,2022-02-18,22031.86,USD,OR
5355,1996,2022-02-18,164963.46,USD,OR
5356,2111,2022-02-18,119830.14,USD,OR
5357,3850,2022-02-18,44800.39,USD,OR
5358,2492,2022-02-18,28763.77,USD,OR
5359,3370,2022-02-18,216871.05,USD,OR
5360,491,2022-02-18,18196.95,USD,OR
5361,133,2022-02-18,55643.1,USD,OR
5362,1868,2022-02-18,776722.71,USD,OR
5363,416,2022-02-18,28536.93,USD,OR
5364,1991,2022-02-18,2639.03,USD,OR
5365,4550,2022-02-18,117344.23,USD,OR
5366,2656,2022-02-18,40350.83,USD,OR
5367,1489,2022-02-18,34247.01,USD,OR
5368,999,2022-02-18,19176.74,USD,OR
5369,1211,2022-02-18,26880.89,USD,OR
5370,4565,2022-02-18,18991.66,USD,OR
5371,4507,2022-02-18,17080.74,USD,OR
5372,1509,2022-02-18,65063.35,USD,OR
5373,421,2022-02-19,4620.36,USD,OR
5374,3872,2022-02-19,118495.57,USD,OR
5375,914,2022-02-19,68812.8,USD,OR
5376,103,2022-02-19,33548.21,USD,OR
5377,4021,2022-02-19,13480.76,USD,OR
5378,3156,2022-02-19,99441.27,USD,OR
5379,2865,2022-02-19,79911.15,USD,OR
5380,3156,2022-02-19,74429.46,USD,OR
5381,4263,2022-02-19,12215.81,USD,OR
5382,952,2022-02-19,36800.23,USD,OR
5383,2052,2022-02-19,68321.17,USD,OR
5384,258,2022-02-19,171303.97,USD,OR
5385,2997,2022-02-19,219362.13,USD,OR
5386,274,2022-02-19,81067.24,USD,OR
5387,1320,2022-02-19,168331.01,USD,OR
5388,4024,2022-02-19,13959.96,USD,OR
5389,444,2022-02-19,31265.01,USD,OR
5390,3845,2022-02-19,263990.44,USD,OR
5391,4315,2022-02-19,63812.15,USD,OR
5392,2656,2022-02-19,80704.64,USD,OR
5393,2852,2022-02-19,86901.32,USD,OR
5394,4684,2022-02-19,49085.39,USD,OR
5395,3151,2022-02-19,112686.95,USD,OR
5396,1405,2022-02-19,87750.54,USD,OR
5397,3911,2022-02-19,64976.61,USD,OR
5398,3085,2022-02-19,119092.92,USD,OR
5399,2274,2022-02-19,73663.23,USD,OR
5400,4220,2022-02-19,29810.62,USD,OR
5401,3723,2022-02-19,27455.82,USD,OR
5402,305,2022-02-19,30278.96,USD,OR
5403,1578,2022-02-19,40847.91,USD,OR
5404,3325,2022-02-19,11085.48,USD,OR
5405,3861,2022-02-19,46119.65,USD,OR
5406,2135,2022-02-19,14073.75,USD,OR
5407,967,2022-02-19,29221.41,USD,OR
5408,4895,2022-02-19,14790.18,USD,OR
5409,1820,2022-02-19,306721.18,USD,OR
5410,3700,2022-02-19,35064.14,USD,OR
5411,3075,2022-02-19,13542.85,USD,OR
5412,3678,2022-02-19,41509.05,USD,OR
5413,1550,2022-02-19,34047.92,USD,OR
5414,4688,2022-02-19,8857.0,USD,OR
5415,3759,2022-02-19,18813.5,USD,OR
5416,396,2022-02-19,34740.02,USD,OR
5417,4026,2022-02-19,61610.77,USD,OR
5418,1216,2022-02-19,58409.78,USD,OR
5419,3113,2022-02-19,76481.69,USD,OR
5420,895,2022-02-19,16894.92,USD,OR
5421,544,2022-02-19,17194.57,USD,OR
5422,1353,2022-02-19,276771.19,USD,OR
5423,3874,2022-02-19,4787.17,USD,OR
5424,883,2022-02-19,19442.63,USD,OR
5425,2458,2022-02-19,179514.31,USD,OR
5426,3618,2022-02-19,17031.79,USD,OR
5427,3885,2022-02-19,19555.08,USD,OR
5428,4942,2022-02-19,175904.85,USD,OR
5429,102,2022-02-19,82264.99,USD,OR
5430,2106,2022-02-19,22470.36,USD,OR
5431,2813,2022-02-19,79181.13,USD,OR
5432,375,2022-02-19,62444.74,USD,OR
5433,3876,2022-02-19,44742.29,USD,OR
5434,2085,2022-02-19,30563.5,USD,OR
5435,3104,2022-02-19,239220.0,USD,OR
5436,1565,2022-02-19,21809.62,USD,OR
5437,4899,2022-02-19,63932.02,USD,OR
5438,3362,2022-02-19,91555.25,USD,OR
5439,4665,2022-02-19,25718.24,USD,OR
5440,3621,2022-02-19,28599.18,USD,OR
5441,2763,2022-02-19,75548.99,USD,OR
5442,275,2022-02-19,21221.57,USD,OR
5443,1024,2022-02-19,16238.9,USD,OR
5444,3370,2022-02-19,131104.5,USD,OR
5445,1337,2022-02-19,157100.03,USD,OR
5446,2944,2022-02-19,59721.57,USD,OR
5447,1176,2022-02-19,52735.29,USD,OR
5448,1660,2022-02-19,233432.95,USD,OR
5449,3463,2022-02-19,118359.03,USD,OR
5450,2575,2022-02-19,220635.53,USD,OR
5451,4979,2022-02-19,17436.55,USD,OR
5452,1189,2022-02-19,102162.12,USD,OR
5453,3960,2022-02-19,43376.34,USD,OR
5454,3445,2022-02-19,2515.9,USD,OR
5455,2388,2022-02-19,103041.06,USD,OR
5456,1765,2022-02-19,91781.36,USD,OR
5457,4586,2022-02-19,36079.09,USD,OR
5458,4057,2022-02-19,29118.41,USD,OR
5459,2585,2022-02-19,18855.11,USD,OR
5460,3241,2022-02-19,10832.05,USD,OR
5461,4816,2022-02-19,481405.01,USD,OR
5462,1976,2022-02-19,58711.22,USD,OR
5463,2584,2022-02-19,23822.48,USD,OR
5464,4375,2022-02-19,150359.2,USD,OR
5465,4492,2022-02-19,20392.86,USD,OR
5466,2390,2022-02-19,23677.99,USD,OR
5467,4478,2022-02-19,18977.26,USD,OR
5468,4794,2022-02-19,13043.84,USD,OR
5469,1004,2022-02-19,40110.64,USD,OR
5470,3010,2022-02-19,18295.77,USD,OR
5471,1681,2022-02-19,24020.17,USD,OR
5472,4828,2022-02-19,39636.69,USD,OR
5473,1692,2022-02-19,35015.0,USD,OR
5474,2582,2022-02-19,62146.74,USD,OR
5475,4455,2022-02-19,39679.64,USD,OR
5476,2343,2022-02-19,33605.45,USD,OR
5477,4585,2022-02-19,48866.4,USD,OR
5478,2209,2022-02-19,32416.48,USD,OR
5479,574,2022-02-19,45149.08,USD,OR
5480,2368,2022-02-19,33782.2,USD,OR
5481,981,2022-02-19,78381.93,USD,OR
5482,254,2022-02-19,30805.65,USD,OR
5483,2663,2022-02-19,121046.35,USD,OR
5484,3431,2022-02-19,14218.77,USD,OR
5485,1186,2022-02-19,115989.41,USD,OR
5486,488,2022-02-19,110550.62,USD,OR
5487,3393,2022-02-19,21914.71,USD,OR
5488,3268,2022-02-19,104104.2,USD,OR
5489,1741,2022-02-19,52502.5,USD,OR
5490,1741,2022-02-19,50941.96,USD,OR
5491,3534,2022-02-19,110369.38,USD,OR
5492,3266,2022-02-19,174551.85,USD,OR
5493,4809,2022-02-19,52196.68,USD,OR
5494,2372,2022-02-19,44855.09,USD,OR
5495,3409,2022-02-20,11459.93,USD,OR
5496,3148,2022-02-20,65994.4,USD,OR
5497,1562,2022-02-20,36525.1,USD,OR
5498,2793,2022-02-20,124558.93,USD,OR
5499,3467,2022-02-20,18888.07,USD,OR
5500,3631,2022-02-20,20690.74,USD,OR
5501,4063,2022-02-20,50012.99,USD,OR
5502,3631,2022-02-20,14331.67,USD,OR
5503,1995,2022-02-20,51612.4,USD,OR
5504,361,2022-02-20,90800.87,USD,OR
5505,2538,2022-02-20,76906.97,USD,OR
5506,1954,2022-02-20,333762.86,USD,OR
5507,2769,2022-02-20,92019.16,USD,OR
5508,1066,2022-02-20,7345.31,USD,OR
5509,889,2022-02-20,68690.08,USD,OR
5510,3861,2022-02-20,48099.19,USD,OR
5511,4228,2022-02-20,116733.25,USD,OR
5512,253,2022-02-20,43915.65,USD,OR
5513,2637,2022-02-20,142644.05,USD,OR
5514,3763,2022-02-20,43479.5,USD,OR
5515,1559,2022-02-20,6598.08,USD,OR
5516,4005,2022-02-20,29287.31,USD,OR
5517,4548,2022-02-20,10581.49,USD,OR
5518,3090,2022-02-20,111108.98,USD,OR
5519,2223,2022-02-20,56431.09,USD,OR
5520,3506,2022-02-20,21347.87,USD,OR
5521,4175,2022-02-20,46587.25,USD,OR
5522,2351,2022-02-20,148734.3,USD,OR
5523,3694,2022-02-20,79638.09,USD,OR
5524,3530,2022-02-20,14473.08,USD,OR
5525,4394,2022-02-20,73728.47,USD,OR
5526,195,2022-02-20,50706.57,USD,OR
5527,428,2022-02-20,170386.81,USD,OR
5528,352,2022-02-20,59180.41,USD,OR
5529,3177,2022-02-20,53080.85,USD,OR
5530,1214,2022-02-20,92125.78,USD,OR
5531,2209,2022-02-20,28536.09,USD,OR
5532,2380,2022-02-20,41282.74,USD,OR
5533,1507,2022-02-20,74086.87,USD,OR
5534,2834,2022-02-20,21776.26,USD,OR
5535,424,2022-02-20,27349.81,USD,OR
5536,3558,2022-02-20,36546.05,USD,OR
5537,3030,2022-02-20,81662.7,USD,OR
5538,2560,2022-02-20,46603.27,USD,OR
5539,3666,2022-02-20,59912.65,USD,OR
5540,2679,2022-02-20,34449.16,USD,OR
5541,328,2022-02-20,29469.84,USD,OR
5542,4801,2022-02-20,200069.49,USD,OR
5543,556,2022-02-20,75210.07,USD,OR
5544,2157,2022-02-20,9097.25,USD,OR
5545,264,2022-02-20,26758.75,USD,OR
5546,4945,2022-02-20,12569.54,USD,OR
5547,4021,2022-02-20,15464.74,USD,OR
5548,657,2022-02-20,13352.52,USD,OR
5549,467,2022-02-20,45264.12,USD,OR
5550,1422,2022-02-20,60324.31,USD,OR
5551,1427,2022-02-20,60698.52,USD,OR
5552,3881,2022-02-20,137111.29,USD,OR
5553,1793,2022-02-20,56527.15,USD,OR
5554,4272,2022-02-20,161638.75,USD,OR
5555,1794,2022-02-20,16526.48,USD,OR
5556,1439,2022-02-20,49965.72,USD,OR
5557,1180,2022-02-20,27373.13,USD,OR
5558,270,2022-02-20,66818.07,USD,OR
5559,2042,2022-02-20,37000.93,USD,OR
5560,4623,2022-02-20,7764.83,USD,OR
5561,4279,2022-02-20,65712.05,USD,OR
5562,1079,2022-02-20,58303.38,USD,OR
5563,784,2022-02-20,65681.94,USD,OR
5564,4783,2022-02-20,72084.11,USD,OR
5565,429,2022-02-20,32219.72,USD,OR
5566,577,2022-02-20,7935.35,USD,OR
5567,3000,2022-02-20,25167.51,USD,OR
5568,2241,2022-02-20,52607.66,USD,OR
5569,3280,2022-02-20,34539.32,USD,OR
5570,1568,2022-02-20,28994.32,USD,OR
5571,1770,2022-02-20,48817.82,USD,OR
5572,3840,2022-02-20,22766.98,USD,OR
5573,914,2022-02-20,38616.21,USD,OR
5574,1304,2022-02-20,24607.69,USD,OR
5575,1942,2022-02-20,70073.51,USD,OR
5576,4701,2022-02-20,38604.17,USD,OR
5577,3967,2022-02-20,38346.5,USD,OR
5578,2115,2022-02-20,166579.86,USD,OR
5579,1886,2022-02-20,36113.7,USD,OR
5580,1595,2022-02-20,30311.29,USD,OR
5581,3608,2022-02-20,10704.59,USD,OR
5582,4720,2022-02-20,157717.42,USD,OR
5583,4655,2022-02-20,58150.0,USD,OR
5584,1294,2022-02-20,98071.74,USD,OR
5585,363,2022-02-20,7983.89,USD,OR
5586,2753,2022-02-20,222784.67,USD,OR
5587,1881,2022-02-20,14054.27,USD,OR
5588,1931,2022-02-20,77562.83,USD,OR
5589,2007,2022-02-20,85405.68,USD,OR
5590,3095,2022-02-20,44758.31,USD,OR
5591,2595,2022-02-20,23620.34,USD,OR
5592,3282,2022-02-20,25891.92,USD,OR
5593,2612,2022-02-20,42446.54,USD,OR
5594,3458,2022-02-20,39907.52,USD,OR
5595,2334,2022-02-21,39216.36,USD,OR
5596,296,2022-02-21,33278.71,USD,OR
5597,2966,2022-02-21,162451.29,USD,OR
5598,3706,2022-02-21,44818.96,USD,OR
5599,2747,2022-02-21,44485.49,USD,OR
5600,4133,2022-02-21,22300.58,USD,OR
5601,4407,2022-02-21,16232.71,USD,OR
5602,2821,2022-02-21,38831.26,USD,OR
5603,2583,2022-02-21,11297.79,USD,OR
5604,518,2022-02-21,46885.21,USD,OR
5605,4925,2022-02-21,83649.05,USD,OR
5606,2235,2022-02-21,602846.57,USD,OR
5607,2966,2022-02-21,202193.68,USD,OR
5608,3100,2022-02-21,33447.12,USD,OR
5609,2464,2022-02-21,59775.9,USD,OR
5610,547,2022-02-21,73176.36,USD,OR
5611,1685,2022-02-21,39289.8,USD,OR
5612,2321,2022-02-21,61488.21,USD,OR
5613,3806,2022-02-21,24641.21,USD,OR
5614,157,2022-02-21,128717.44,USD,OR
5615,4542,2022-02-21,123290.05,USD,OR
5616,3192,2022-02-21,40299.57,USD,OR
5617,4372,2022-02-21,16430.58,USD,OR
5618,4324,2022-02-21,48680.19,USD,OR
5619,784,2022-02-21,70660.26,USD,OR
5620,4876,2022-02-21,287217.33,USD,OR
5621,4055,2022-02-21,40274.07,USD,OR
5622,4814,2022-02-21,33433.48,USD,OR
5623,4466,2022-02-21,42122.51,USD,OR
5624,4888,2022-02-21,10236.19,USD,OR
5625,3074,2022-02-21,14492.78,USD,OR
5626,493,2022-02-21,80528.31,USD,OR
5627,2065,2022-02-21,35138.71,USD,OR
5628,4468,2022-02-21,50275.72,USD,OR
5629,3105,2022-02-21,176438.5,USD,OR
5630,804,2022-02-21,24917.52,USD,OR
5631,694,2022-02-21,19488.66,USD,OR
5632,802,2022-02-21,146243.48,USD,OR
5633,4176,2022-02-21,45703.99,USD,OR
5634,3319,2022-02-21,9019.89,USD,OR
5635,4061,2022-02-21,49565.58,USD,OR
5636,375,2022-02-21,72703.04,USD,OR
5637,1447,2022-02-21,319890.32,USD,OR
5638,703,2022-02-21,31954.84,USD,OR
5639,3071,2022-02-21,78078.64,USD,OR
5640,2715,2022-02-21,12563.07,USD,OR
5641,2892,2022-02-21,16736.71,USD,OR
5642,4489,2022-02-21,19990.86,USD,OR
5643,445,2022-02-21,66894.84,USD,OR
5644,429,2022-02-21,31509.73,USD,OR
5645,239,2022-02-21,17074.0,USD,OR
5646,1586,2022-02-21,46894.4,USD,OR
5647,3690,2022-02-21,12593.8,USD,OR
5648,4733,2022-02-21,56667.06,USD,OR
5649,143,2022-02-21,14309.51,USD,OR
5650,935,2022-02-21,28991.94,USD,OR
5651,1594,2022-02-21,36204.58,USD,OR
5652,2979,2022-02-21,14579.18,USD,OR
5653,2832,2022-02-21,59721.07,USD,OR
5654,3646,2022-02-21,66114.77,USD,OR
5655,4799,2022-02-21,10313.72,USD,OR
5656,4724,2022-02-21,79815.83,USD,OR
5657,3052,2022-02-21,56525.16,USD,OR
5658,4448,2022-02-21,5245.34,USD,OR
5659,211,2022-02-21,14901.37,USD,OR
5660,3587,2022-02-21,11253.03,USD,OR
5661,246,2022-02-21,6387.45,USD,OR
5662,865,2022-02-21,14101.63,USD,OR
5663,1373,2022-02-21,33140.24,USD,OR
5664,2961,2022-02-21,64746.77,USD,OR
5665,4233,2022-02-21,16928.95,USD,OR
